Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross
Resistance,Movie,2020-3-27,7200,Biography,,53,6.5,8006,tt6914122,,449753
Uncorked,Movie,2020-3-27,6240,Drama,,62,6.4,6494,tt9261218,,
Vivarium,Movie,2020-3-27,5820,Horror,,64,5.8,63253,tt8368406,4000000,487625
Coffee,Short,2004-9-4,600,Short,,,5.7,97,tt0421122,10000,
Trolls World Tour Dance Party Edition,Movie,2020-None-None,5640,Music,,,,0,tt13238214,,
Love Wedding Repeat,Movie,2020-4-10,6000,Comedy,,41,5.5,21250,tt5096470,,
The Main Event,Movie,1979-6-22,6720,Comedy,,,5.5,3031,tt0079510,6000000,42800000
We Summon the Darkness,Movie,2020-4-10,5460,Horror,,55,5.2,11110,tt8058874,,190760
The Lost Husband,Movie,2020-4-10,6540,Drama,,49,6.1,5179,tt4257940,,
Corona Zombies,Video,2020-4-10,3660,Comedy,,,2.5,863,tt12098392,,
Sergio,Movie,2020-4-17,7080,Biography,,55,6.2,10361,tt8750570,16000000,
The Willoughbys,Movie,2020-4-22,5400,Animation,,68,6.3,20109,tt5206260,,
Extraction,Movie,2020-4-24,6960,Action,,56,6.7,211387,tt8936646,65000000,
Braking for Whales,Movie,2020-4-24,6180,Comedy,,,4.9,493,tt2305326,,
Bad Education,Movie,2005-2-11,6360,Crime,1,81,7.4,61532,tt0275491,5000000,40431100
Dangerous Lies,Movie,2020-4-30,5760,Thriller,,51,5.3,17808,tt10183816,,
All Day and a Night,Movie,2020-5-1,7260,Drama,,60,6.0,4034,tt3993886,,
The Wretched,Movie,2020-5-1,5700,Horror,,61,5.8,18147,tt8305806,1200000,4369493
The Half of It,Movie,2020-5-1,6240,Comedy,,74,6.9,39908,tt9683478,,
Arkansas,Movie,2020-5-5,7020,Crime,,55,6.0,13212,tt9139586,,128761
Valley Girl,Movie,1983-4-29,5940,Comedy,,66,6.4,16680,tt0086525,350000,17343596
Capone,Movie,2020-5-12,6180,Biography,,46,4.7,21704,tt6199572,,858281
The Wrong Missy,Movie,2020-5-13,5400,Comedy,,33,5.7,41967,tt9619798,,
Scoob!,Movie,2020-5-15,5580,Animation,,43,5.6,28112,tt3152592,,28588425
Blood and Money,Movie,2020-5-15,5340,Drama,,40,5.2,2423,tt9248110,475000,
Body Cam,Movie,2020-5-18,5760,Action,,37,5.3,7085,tt8179024,9591845,
The Lovebirds,Movie,2020-5-22,5160,Action,,59,6.1,26806,tt8851668,,
Inheritance,Movie,2020-5-22,6660,Drama,,31,5.5,17294,tt7923220,,304931
Survive the Night,Movie,2020-5-22,5400,Action,,26,4.0,11586,tt10303324,3500000,220371
The Wanting Mare,Movie,2021-2-5,5340,Drama,,67,5.3,548,tt2267554,,
The High Note,Movie,2020-5-29,6780,Drama,,58,6.4,12467,tt9308382,,2217874
Shirley,Movie,2020-6-5,6420,Biography,,76,6.1,12177,tt8430598,,275863
The Last Days of American Crime,Movie,2020-6-5,8880,Action,,15,3.8,11953,tt1552211,,
Becky,Movie,2020-6-5,5580,Action,,54,5.9,18142,tt10314450,,1045873
Think Like a Dog,Movie,2020-7-6,5460,Comedy,,,5.2,1947,tt5929654,,1239498
Da 5 Bloods,Movie,2020-6-12,9240,Adventure,1,82,6.5,53088,tt9777644,,
Artemis Fowl,Movie,2020-6-12,5700,Adventure,,31,4.2,29334,tt3089630,,
The King of Staten Island,Movie,2020-6-12,8160,Comedy,,67,7.1,71802,tt9686708,35000000,2180452
Sniper: Assassin's End,Video,2020-6-16,5700,Action,,,5.3,3574,tt12305696,,68881
You Should Have Left,Movie,2020-6-18,5580,Horror,,46,5.4,22987,tt8201852,,
Wasp Network,Movie,2020-6-19,7620,Crime,,54,5.9,11242,tt6760876,,1569970
Feel the Beat,Movie,2020-6-19,6540,Comedy,,,6.3,12166,tt10714856,,207678
7500,Movie,2020-6-18,5580,Action,,58,6.3,30280,tt6436726,,
Athlete A,Movie,2020-6-24,6180,Documentary,,85,7.6,11679,tt11905462,,
Eurovision Song Contest: The Story of Fire Saga,Movie,2020-6-26,7380,Comedy,1,50,6.5,97082,tt8580274,,
Irresistible,Movie,2020-6-26,6060,Comedy,,47,6.3,21919,tt9076562,,371962
My Spy,Movie,2020-6-26,5940,Action,,46,6.3,32120,tt8242084,,10200000
We Bare Bears: The Movie,TV Movie,2020-6-30,4140,Animation,,,6.7,2202,tt10474606,,
Hamilton,Movie,2020-7-3,9600,Biography,10,89,8.3,99927,tt8503618,,
Relic,Movie,2020-7-10,5340,Drama,,77,6.0,27968,tt9072352,,2902552
Desperados,Movie,2020-7-3,6300,Comedy,,41,5.2,10763,tt1545304,,
The Old Guard,Movie,2020-7-10,7500,Action,,70,6.6,171334,tt7556122,70000000,
Money Plane,Movie,2020-7-10,4920,Comedy,,,3.2,5280,tt7286966,5000000,618
Greyhound,Movie,2020-7-10,5460,Action,1,64,7.0,102090,tt6048922,50300000,
Palm Springs,Movie,2020-7-10,5400,Comedy,,83,7.4,166880,tt9484998,,1512871
Fatal Affair,Movie,2020-7-16,5340,Thriller,,34,4.6,6361,tt11057594,,
The Silencing,Movie,2020-7-18,5580,Action,,,6.2,27825,tt7149730,,170653
A Nice Girl Like You,Movie,2020-7-17,5640,Comedy,,41,5.1,6033,tt3278540,2300000,771222
Ghosts of War,Movie,2020-7-17,5640,Fantasy,,38,5.6,11037,tt6508228,,345289
Animal Crackers,Movie,1930-9-6,5820,Comedy,,77,7.4,14821,tt0020640,,
The Kissing Booth 2,Movie,2020-7-24,8040,Comedy,,39,5.7,33835,tt9784456,,
The Rental,Movie,2020-7-24,5280,Drama,,62,5.7,34601,tt10003008,3500000,4311042
Deep Blue Sea 3,Video,2020-7-29,6000,Action,,,4.7,6805,tt11946300,5000000,
Black Is King,Movie,2020-7-31,5100,Adventure,0,84,5.8,9095,tt12607910,,
The Secret: Dare to Dream,Movie,2020-7-31,6420,Drama,,32,6.5,15393,tt4411584,21000000,3215636
Summerland,Movie,2020-7-31,5940,Drama,,56,7.0,7991,tt6841122,,1190062
She Dies Tomorrow,Movie,2020-8-7,5160,Drama,,80,5.1,6689,tt11614912,,398663
An American Pickle,Movie,2020-8-6,5280,Comedy,,58,5.7,24872,tt9059704,,499649
The Tax Collector,Movie,2020-8-7,5700,Action,,22,4.8,14431,tt8461224,20000000,1325781
Waiting for the Barbarians,Movie,2020-8-7,6720,Drama,,52,5.9,13250,tt6149154,,764815
Project Power,Movie,2020-8-14,6780,Action,,51,6.0,92334,tt7550000,85000000,
Magic Camp,Movie,2020-8-14,6000,Comedy,,,6.3,4611,tt3979300,,
Spree,Movie,2020-8-14,5580,Comedy,,42,5.9,14643,tt11394332,,50616
Boys State,Movie,2020-8-14,6540,Documentary,1,84,7.6,5333,tt11095742,,
The One and Only Ivan,Movie,2020-8-21,5700,Adventure,1,58,6.5,12781,tt3661394,,
Unhinged,Movie,2020-8-21,5400,Action,,40,6.0,71359,tt10059518,33000000,44331465
Tesla,Movie,2020-8-21,6120,Biography,,67,5.1,9601,tt5259822,5000000,459051
Cut Throat City,Movie,2020-8-21,7380,Action,,67,4.9,2964,tt3547306,6500000,864928
Words on Bathroom Walls,Movie,2020-8-21,6600,Drama,,61,7.1,11650,tt8045906,,3151849
Hard Kill,Movie,2020-8-21,5880,Action,,,3.0,19121,tt11656172,,111523
Chemical Hearts,Movie,2020-8-21,5580,Drama,,57,6.3,13915,tt5843876,,
Tenet,Movie,2020-9-3,9000,Action,1,69,7.3,524905,tt6723592,205000000,365304105
Bill,Movie,2015-9-18,5640,Comedy,,60,6.5,2897,tt2978576,,896929
The New Mutants,Movie,2020-8-28,5640,Action,,43,5.3,83241,tt4682266,67000000,49169594
The Personal History of David Copperfield,Movie,2020-8-28,7140,Comedy,1,77,6.4,21091,tt6439020,15600000,14399270
I'm Thinking of Ending Things,Movie,2020-9-4,8040,Drama,,78,6.6,91664,tt7939766,,
Phineas and Ferb the Movie: Candace Against the Universe,Movie,2020-8-28,5160,Animation,,77,7.1,4909,tt1817232,,5689121
All Together Now,Movie,2020-8-28,5520,Drama,,64,6.5,4735,tt3155342,,
Rogue,Movie,2007-11-8,5940,Action,,,6.2,31866,tt0479528,26900000,4631926
Centigrade,Movie,2020-8-28,5340,Drama,,46,4.4,3164,tt8945942,,31808
Fatima,Movie,2020-8-28,6780,Drama,,50,6.6,3626,tt2197936,,1477512
"Love, Guaranteed",Movie,2020-9-3,5400,Comedy,,39,5.6,18156,tt11100856,,
Mulan,Movie,1998-6-19,5220,Animation,1,71,7.6,296850,tt0120762,90000000,304320254
Critical Thinking,Movie,2020-9-4,7020,Drama,,65,6.5,2336,tt7870102,3000000,20322
The Owners,Movie,2021-2-22,5520,Comedy,,54,4.9,8468,tt9806370,,583134
Guest House,Movie,2020-9-4,5040,Comedy,,,4.4,2347,tt10054316,,
The Babysitter: Killer Queen,Movie,2020-9-10,6060,Comedy,,22,5.8,44987,tt11024272,,
Unpregnant,Movie,2020-9-10,6180,Comedy,,61,6.5,8786,tt10556022,,
The Devil All the Time,Movie,2020-9-10,8280,Crime,,55,7.1,141015,tt7395114,,
The Broken Hearts Gallery,Movie,2020-9-11,6540,Comedy,,57,6.3,9440,tt2140571,,4781389
I Met a Girl,Movie,2020-9-11,6480,Drama,,,6.1,1385,tt9731360,,7727
Rent-A-Pal,Movie,2020-9-11,6480,Horror,,61,6.3,5156,tt12274228,,31053
The Secrets We Keep,Movie,2020-9-16,5820,Drama,,48,5.9,6507,tt9252488,,615233
Antebellum,Movie,2020-9-18,6300,Drama,,43,5.8,28260,tt10065694,,7792716
The Nest,Movie,2020-9-18,6420,Drama,,80,6.3,15365,tt8338762,,2122682
Blackbird,Movie,2020-9-18,5820,Drama,,53,6.6,5194,tt8717446,,1826670
Killian,Short,2018-1-None,1800,Short,,,,0,tt7509158,,
Enola Holmes,Movie,2020-9-23,7380,Action,,68,6.6,202144,tt7846844,20000000,
The Trial of the Chicago 7,Movie,2020-10-16,7740,Drama,6,76,7.7,182715,tt1070874,35000000,
Ava,Movie,2020-9-25,5760,Action,,39,5.4,58630,tt8784956,,3293783
Kajillionaire,Movie,2020-9-25,6240,Comedy,,78,6.4,20422,tt8143990,,1285775
The Last Shift,Movie,2020-9-25,5400,Comedy,,58,5.7,3790,tt10661180,,1035128
Secret Society of Second Born Royals,Movie,2020-9-25,5940,Action,,34,4.9,5717,tt10324122,,
She's in Portland,Movie,2020-None-None,6060,Comedy,,,5.7,610,tt7174660,,
Sightless,Movie,2020-9-28,5340,Drama,,,5.5,9342,tt10303430,,
The Boys in the Band,Movie,2020-9-30,7260,Drama,,70,6.8,16606,tt10199914,,
The Glorias,Movie,2020-9-30,8820,Biography,,58,5.9,3428,tt7435316,,30940
On the Rocks,Movie,2020-10-23,5760,Comedy,,73,6.4,33665,tt9606374,,992103
Spontaneous,Movie,2020-10-2,6060,Comedy,,78,6.5,16030,tt5774062,,
Vampires vs. the Bronx,Movie,2020-10-2,5100,Comedy,,76,5.7,10509,tt8976576,,
Possessor,Movie,2020-10-2,6180,Horror,,72,6.5,40103,tt5918982,,911180
Death of Me,Movie,2020-10-2,5640,Horror,,31,4.4,6779,tt1830643,,292271
The Call,Movie,2013-3-15,5640,Drama,,51,6.7,125582,tt1911644,13000000,68572631
American Pie Presents: Girls' Rules,Video,2020-10-6,5700,Comedy,,,3.9,9466,tt11771594,,
The Lie,Movie,2020-10-6,5820,Drama,,45,5.8,18240,tt7945440,,
Black Box,Movie,2020-10-6,6000,Horror,,62,6.2,15806,tt12298506,,32668
Hubie Halloween,Movie,2020-10-7,6180,Comedy,,53,5.2,53312,tt10682266,,
Books of Blood,Movie,2020-10-7,6420,Drama,,42,5.6,8434,tt11242218,,
Charm City Kings,Movie,2020-10-8,7500,Drama,,62,6.6,2720,tt9048840,,
The War with Grandpa,Movie,2020-10-9,5640,Comedy,,34,5.6,22375,tt4532038,,43387638
A Rainy Day in New York,Movie,2020-11-10,5520,Comedy,,38,6.5,46633,tt7139936,,23805899
Yellow Rose,Movie,2020-10-9,5640,Drama,,70,6.5,1228,tt6862538,,367849
Nocturne,Movie,2020-10-13,5400,Drama,,58,5.7,10119,tt11044858,,
Evil Eye,Movie,2020-10-13,5400,Horror,,54,4.8,3950,tt12882620,,
A Babysitter's Guide to Monster Hunting,Movie,2020-10-15,5880,Comedy,,31,5.4,4518,tt4844150,,
Love and Monsters,Movie,2020-10-16,6540,Action,1,63,6.9,133277,tt2222042,,1122066
Honest Thief,Movie,2020-10-16,5940,Action,,46,6.0,53332,tt1838556,30000000,31220247
Clouds,Movie,2020-10-16,7260,Biography,,55,7.5,10849,tt6473066,,
The Devil Has a Name,Movie,2020-None-None,5820,Drama,,50,5.5,1271,tt7894510,,
The Kid Detective,Movie,2020-10-16,6000,Comedy,,74,7.0,20350,tt8980602,,367890
Alone,Movie,2020-9-18,5880,Drama,,70,6.2,22674,tt7711170,750000,642502
2 Hearts,Movie,2020-10-16,6060,Drama,,29,6.3,6839,tt5616176,15000000,1349286
The Opening Act,Movie,2020-10-16,5400,Comedy,,,6.0,1115,tt8633748,,
Tremors: Shrieker Island,Video,2020-10-20,6180,Action,,,5.4,4767,tt8322060,,
The Witches,Movie,1990-8-24,5460,Adventure,1,78,6.8,52098,tt0100944,,10360553
Over the Moon,Movie,2020-10-23,5700,Animation,1,60,6.3,23514,tt7488208,,
Borat Subsequent Moviefilm,Movie,2020-10-23,5700,Comedy,2,68,6.6,144883,tt13143964,,
After We Collided,Movie,2020-10-23,6300,Drama,,14,5.0,33971,tt10362466,,47990414
The Empty Man,Movie,2020-10-23,8220,Drama,,,6.2,32556,tt5867314,,4796993
Synchronic,Movie,2020-10-23,6120,Drama,,64,6.2,34084,tt9016974,,1483731
Bad Hair,Movie,2020-10-23,6120,Comedy,,61,5.6,3982,tt4798836,,
Friendsgiving,Movie,2020-10-23,5700,Comedy,,,4.4,3402,tt8431078,,122039
The Craft: Legacy,Movie,2020-10-28,5820,Drama,,54,4.5,14699,tt4685762,,1922557
Holidate,Movie,2020-10-28,6240,Comedy,,44,6.1,71230,tt9866072,,
Come Play,Movie,2020-10-30,5760,Drama,,58,5.7,15928,tt8004664,,13182254
His House,Movie,2020-10-30,5580,Drama,2,72,6.5,44437,tt8508734,,
Spell,Movie,2020-10-30,5460,Horror,,38,5.5,9075,tt10736580,,500104
Jungleland,Movie,2020-11-6,5400,Drama,,53,6.2,6680,tt8710596,,3688
Let Him Go,Movie,2020-11-6,6780,Crime,,63,6.7,30569,tt9340860,,10835686
The Informer,Movie,2019-8-30,6780,Action,,61,6.6,39263,tt1833116,60000000,2927708
The Dark and the Wicked,Movie,2020-11-6,5700,Horror,,72,6.1,18869,tt10229558,,736153
Hillbilly Elegy,Movie,2020-11-24,6960,Drama,2,38,6.7,43999,tt6772802,45000000,
Mank,Movie,2020-12-4,7860,Biography,8,79,6.8,77871,tt10618286,,
Freaky,Movie,2020-11-13,6120,Comedy,,67,6.3,63376,tt10919380,5000000,18073433
Jingle Jangle: A Christmas Journey,Movie,2020-11-13,7320,Family,,69,6.4,19619,tt7736496,,
Dreamland,Movie,2020-11-17,5880,Drama,,57,5.8,7419,tt5294522,,320814
Fatman,Movie,2020-11-24,6000,Action,,40,5.9,27603,tt10310140,,1651413
The Life Ahead,Movie,2020-11-13,5640,Drama,1,66,6.8,14787,tt10627584,,
The Climb,Movie,2017-12-20,6180,Comedy,,,6.9,7930,tt5157682,6000000,817240
Chick Fight,Movie,2020-11-13,5820,Action,,39,4.8,4189,tt10944486,,70248
The Princess Switch: Switched Again,Movie,2020-11-19,5760,Comedy,,,5.4,12451,tt11199410,10000000,
Run,Movie,2020-11-20,5400,Mystery,,67,6.7,85193,tt8633478,,5184368
Sound of Metal,Movie,2020-12-4,7200,Drama,4,82,7.7,135347,tt5363618,5400000,516520
The Last Vermeer,Movie,2020-11-20,7080,Drama,,56,6.7,4411,tt8337320,,884710
Jiu Jitsu,Movie,2020-11-20,6120,Action,,27,2.9,9346,tt9624766,,99924
Buddy Games,Movie,2020-11-24,5760,Comedy,,22,4.8,7515,tt7070818,,853898
The Croods: A New Age,Movie,2020-11-25,5700,Animation,,56,6.9,47324,tt2850386,65000000,215905815
Happiest Season,Movie,2020-11-25,6120,Drama,,69,6.6,43387,tt8522006,,2110618
Ma Rainey's Black Bottom,Movie,2020-12-18,5640,Drama,3,87,6.9,55388,tt10514222,,
Uncle Frank,Movie,2020-11-25,5700,Comedy,1,58,7.3,21487,tt11327514,,
Folklore: The Long Pond Studio Sessions,Movie,2020-11-25,6300,Documentary,,,8.4,3892,tt13524234,,
Superintelligence,Movie,2020-11-26,6360,Action,,41,5.4,11621,tt7178640,,4400000
Life in a Year,Movie,2020-11-27,6420,Drama,,,6.1,9436,tt6598238,,43862
Black Beauty,Movie,1994-7-29,5280,Adventure,,,6.6,10254,tt0109279,,4630377
The Prom,Movie,2020-12-11,7800,Comedy,,55,5.9,28067,tt10161886,,187430
All My Life,Movie,2020-12-4,5460,Drama,,39,6.3,5274,tt8305852,25000000,1965113
Godmothered,Movie,2020-12-4,6600,Comedy,,49,6.1,13129,tt11681250,,
Half Brothers,Movie,2020-12-4,5760,Comedy,,30,6.0,3368,tt10515926,,3274339
Wander,Movie,2020-12-4,5640,Thriller,,54,4.9,9012,tt9689696,,4609
Black Bear,Movie,2020-12-4,6240,Comedy,,79,6.5,14144,tt9601220,,
Let Them All Talk,Movie,2020-12-10,6780,Comedy,,72,6.1,11964,tt10808832,,
The Midnight Sky,Movie,2020-12-23,7080,Adventure,1,58,5.7,85798,tt10539608,,70018
Songbird,Movie,2020-12-11,5040,Drama,,27,4.8,10809,tt12592252,,620836
Wild Mountain Thyme,Movie,2020-12-11,6120,Comedy,,42,5.7,10533,tt6842770,,1517267
Safety,Movie,2020-12-11,7320,Biography,,55,6.8,4336,tt10649016,,
Wander Darkly,Movie,2020-12-11,5820,Drama,,66,5.8,1719,tt8902978,,
I'm Your Woman,Movie,2020-12-11,7200,Crime,,63,6.2,9402,tt10243992,,
The Stand In,Movie,2020-12-11,6060,Comedy,,38,4.7,3786,tt7970348,,101358
Archenemy,Movie,2020-12-11,5400,Action,,57,5.0,3384,tt11274100,,147757
Farewell Amor,Movie,2020-12-11,5700,Drama,,75,6.9,1387,tt11380884,,4689
Monster Hunter,Movie,2020-12-18,6180,Action,,47,5.2,62677,tt6475714,60000000,42145959
Greenland,Movie,2020-12-18,7140,Action,,64,6.4,122525,tt7737786,34000000,52300000
Fatale,Movie,2020-12-18,6120,Thriller,,42,5.4,11999,tt8829830,,7031289
Skylines,Movie,2020-12-18,6780,Action,,46,4.7,8577,tt9387250,,170581
Hunter Hunter,Movie,2020-12-18,5580,Drama,,61,6.4,11762,tt2226162,,32705
Breach,Movie,2007-2-16,6600,Biography,,74,7.0,60474,tt0401997,,40953935
"Ariana Grande: Excuse Me, I Love You",Movie,2020-12-21,5820,Documentary,,,6.3,2761,tt13615386,,
Sylvie's Love,Movie,2020-12-23,6840,Drama,1,74,6.8,6160,tt9827834,,
Wonder Woman 1984,Movie,2020-12-25,9060,Action,,60,5.4,276463,tt7126948,200000000,169601036
Soul,Movie,2020-11-29,6000,Animation,1,83,8.0,341849,tt2948372,,121031304
We Can Be Heroes,Movie,2020-12-25,6000,Action,,51,4.7,15782,tt10600398,,
News of the World,Movie,2020-12-25,7080,Action,4,73,6.8,90471,tt6878306,38000000,12668325
One Night in Miami...,Movie,2021-1-8,6840,Drama,3,83,7.1,32983,tt10612922,16937665,
Promising Young Woman,Movie,2020-12-25,6780,Crime,4,73,7.5,184949,tt9620292,,18854166
Pieces of a Woman,Movie,2021-1-7,7560,Drama,1,66,7.0,52219,tt11161474,,
Shadow in the Cloud,Movie,2021-1-1,4980,Action,,66,5.0,28355,tt9691136,,1054290
The White Tiger,Movie,2021-1-22,7500,Crime,1,76,7.1,62287,tt6571548,,
Locked Down,Movie,2021-1-14,7080,Comedy,,42,5.2,12825,tt13061914,,346899
The Dig,Movie,2021-1-29,6720,Biography,5,73,7.1,77747,tt3661210,,693
Outside the Wire,Movie,2021-1-15,6840,Action,,45,5.4,43769,tt10451914,,
The Marksman,Movie,2021-1-15,6480,Action,,44,5.6,39516,tt6902332,23000000,23076711
The Ultimate Playlist of Noise,Movie,2021-1-15,5940,Comedy,,,6.6,1009,tt11268742,,
American Skin,Movie,2021-1-15,5400,Drama,,24,6.9,3690,tt10195452,,282332
Don't Tell a Soul,Movie,2021-1-15,4980,Drama,,45,5.9,4835,tt8046498,,
Our Friend,Movie,2021-1-29,7440,Drama,,57,7.3,13417,tt9608818,,795506
No Man's Land,Movie,2001-9-19,5880,Comedy,0,84,7.9,47809,tt0283509,2000000,4858869
Born a Champion,Movie,2021-1-22,6720,Action,,,6.8,4247,tt10661710,,
Wrong Turn,Movie,2003-5-30,5040,Horror,,32,6.1,124710,tt0295700,12600000,28650575
Penguin Bloom,Movie,2021-1-27,5700,Biography,,54,6.8,11231,tt6317656,,6172042
The Little Things,Movie,2021-1-29,7680,Crime,,54,6.3,110181,tt10016180,30000000,30842746
Finding 'Ohana,Movie,2021-1-29,7380,Action,,69,6.1,10832,tt10332588,,
Nomadland,Movie,2021-2-19,6420,Drama,3,91,7.3,168927,tt9770150,5000000,39458207
Malcolm,Movie,1986-11-5,5100,Comedy,,,7.1,2643,tt0091464,,
Palmer,Movie,2021-1-29,6600,Drama,,53,7.2,37501,tt6857376,,
Falling,Movie,2021-2-5,6720,Drama,,63,6.5,6441,tt9143112,,974782
Bliss,Movie,2021-2-5,6180,Drama,,40,5.3,18762,tt10333426,,
Little Fish,Movie,2005-9-8,6840,Crime,,77,6.2,8978,tt0382810,,3248506
Son of the South,Movie,2021-2-5,6300,Biography,,60,6.2,2113,tt2235372,,48582
PVT CHAT,Movie,2021-2-9,5160,Drama,,61,5.9,1663,tt8110004,,
Music,Movie,2021-2-12,6420,Drama,,23,3.2,8432,tt7541720,16000000,645949
Judas and the Black Messiah,Movie,2021-2-12,7560,Biography,4,85,7.4,84631,tt9784798,26000000,7478009
The Mauritanian,Movie,2021-3-2,7740,Biography,5,53,7.4,54496,tt4761112,,7527030
Breaking News in Yuba County,Movie,2021-2-12,5760,Comedy,,24,5.8,6576,tt7737640,,187443
Barb and Star Go to Vista Del Mar,Movie,2021-2-12,6420,Comedy,,64,6.3,18671,tt3797512,,32825
Minari,Movie,2021-2-12,6900,Drama,5,89,7.4,85828,tt10633456,2000000,15312445
To All the Boys: Always and Forever,Movie,2021-2-12,6540,Comedy,,65,6.3,28532,tt10676012,,
The World to Come,Movie,2021-3-2,6300,Drama,,73,6.3,9018,tt9738716,,205878
French Exit,Movie,2021-2-12,6780,Comedy,,56,5.9,7942,tt10279362,,1556763
Land,Movie,2021-2-12,5340,Adventure,,61,6.6,12377,tt10265034,,3164246
Willy's Wonderland,Movie,2021-2-12,5280,Action,,44,5.5,32226,tt8114980,5500000,457144
The Map of Tiny Perfect Things,Movie,2021-2-12,5880,Comedy,,61,6.8,24522,tt11080108,,
Fear of Rain,Movie,2021-2-12,6540,Drama,,,5.9,8566,tt10037014,,24565
I Care a Lot,Movie,2021-2-19,7080,Comedy,,66,6.3,136988,tt9893250,14000000,1351662
Flora,Short,2006-11-None,60,Animation,,,6.5,1339,tt0169912,,
Silk Road,Movie,2021-2-19,6720,Crime,,41,6.0,6111,tt7937254,,38449
Tom Clancy's Jack Ryan,TV Series,2018-8-31,3600,Action,3,,8.0,147428,tt5057054,,
The United States vs. Billie Holiday,Movie,2021-2-26,7560,Biography,1,52,6.3,13857,tt8521718,,1312432
Cherry,Movie,2021-3-12,8520,Biography,,44,6.6,34055,tt9130508,40000000,
Crisis,Movie,2021-2-26,7080,Drama,,41,6.2,12130,tt9731682,,1099426
Billie Eilish: The World's a Little Blurry,Movie,2021-2-26,8400,Documentary,4,70,7.7,8263,tt11459366,,139
The Vigil,Movie,2021-2-26,5340,Horror,,69,5.8,8737,tt10793644,,1378493
Moxie,Movie,2021-3-3,6660,Comedy,,54,6.7,26913,tt6432466,,
Coming 2 America,Movie,2021-3-5,6600,Comedy,1,52,5.3,72037,tt6802400,60000000,
The SpongeBob Movie: Sponge on the Run,Movie,2021-3-4,5460,Animation,,65,5.9,19576,tt4823776,60000000,4810790
Raya and the Last Dragon,Movie,2021-3-5,6420,Animation,1,74,7.3,158014,tt5109280,,130423032
Chaos Walking,Movie,2021-3-5,6540,Action,,38,5.7,51728,tt2076822,125000000,26508132
Boss Level,Movie,2021-3-5,6000,Action,,56,6.8,71666,tt7638348,45000000,1753823
Boogie,Movie,2021-3-5,5400,Drama,,54,5.2,2296,tt10896398,,4191023
Yes Day,Movie,2021-3-12,5160,Comedy,,46,5.7,26866,tt8521876,,
Long Weekend,Movie,1979-3-29,5820,Horror,,61,6.6,5615,tt0079482,270000,
Cosmic Sin,Movie,2021-3-12,5280,Action,,9,2.5,14083,tt11762434,,349757
Trust,Movie,2011-4-28,6360,Crime,,60,6.9,43145,tt1529572,4000000,595802
Zack Snyder's Justice League,Movie,2021-3-18,14520,Action,,54,8.0,409302,tt12361974,300000000,
The Courier,Movie,2021-3-19,6720,Drama,,65,7.2,65754,tt8368512,,26001227
City of Lies,Movie,2021-3-19,6720,Biography,,44,6.5,16610,tt2677722,,2824459
Happily,Movie,2021-3-19,5760,Comedy,,58,5.3,4069,tt9849004,,
Nobody,Movie,2021-3-26,5520,Action,,64,7.4,272712,tt7888964,16000000,57510518
Bad Trip,Movie,2021-3-26,5160,Comedy,,61,6.5,25911,tt9684220,,
The Seventh Day,Movie,2021-3-26,5220,Horror,,43,4.5,4979,tt11263022,,987232
Senior Moment,Movie,2021-3-26,5520,Comedy,,41,5.7,2056,tt6588950,,41598
Godzilla vs. Kong,Movie,2021-3-31,6780,Action,,59,6.3,217471,tt5034838,200000000,470116094
Concrete Cowboy,Movie,2021-4-2,6660,Drama,,67,6.3,9232,tt8846176,,
The Unholy,Movie,2021-4-2,5940,Drama,,36,5.1,24232,tt9419056,,30832137
Every Breath You Take,Movie,2021-4-2,6300,Drama,,32,5.3,6145,tt2231874,,338771
Shiva Baby,Movie,2021-4-2,4620,Comedy,,79,7.1,24717,tt11317142,,314106
The Girl Who Believes in Miracles,Movie,2021-4-2,6000,Drama,,,5.5,1168,tt9098454,,3173056
The Believer,Movie,2001-8-23,5880,Drama,,75,7.1,39483,tt0247199,1500000,1309316
Dawn of the Beast,Movie,2021-4-2,4920,Horror,,,4.1,900,tt13430932,,
Voyagers,Movie,2021-4-9,6480,Adventure,,44,5.4,23398,tt9664108,,4298184
Thunder Force,Movie,2021-4-9,6360,Action,,34,4.5,43453,tt10121392,,
Arlo the Alligator Boy,TV Movie,2021-4-16,5400,Animation,,,6.4,1191,tt13454122,,
Monday,Movie,2021-4-16,6960,Drama,,58,5.8,4815,tt8884906,,30932
In the Earth,Movie,2021-4-16,6420,Horror,,63,5.1,9545,tt13429362,,1330723
Stowaway,Movie,2021-4-22,6960,Adventure,,63,5.6,48427,tt9203694,10000000,
Mortal Kombat,Movie,2021-4-23,6600,Action,,44,6.0,179400,tt0293429,55000000,84426031
The Mitchells vs the Machines,Movie,2021-4-30,6840,Animation,1,81,7.6,114458,tt7979580,,
Vanquish,Movie,2021-4-16,5640,Action,,22,2.9,4666,tt5932368,,187632
Together Together,Movie,2021-4-23,5400,Comedy,,70,6.4,8302,tt11285280,,1437938
We Broke Up,Movie,2021-4-23,4800,Comedy,,53,5.1,1285,tt11867884,,15063
The Deep Ones,Movie,2020-9-19,4980,Horror,,,4.1,744,tt11548850,1000000,
Things Heard & Seen,Movie,2021-4-29,7260,Drama,,49,5.3,33315,tt10962368,,
