Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform,CurrencyBudget,CurrencyGross,Language
Minari,Movie,2021-02-12,6900.0,Drama,5.0,89.0,7.4,85828,tt10633456,2000000.0,15312445.0,others,USD,USD,Korean
To All the Boys: Always and Forever,Movie,2021-02-12,6540.0,Comedy,,65.0,6.3,28532,tt10676012,,,netflix,,,English
The World to Come,Movie,2021-03-02,6300.0,Drama,,73.0,6.3,9018,tt9738716,,205878.0,others,,USD,English
French Exit,Movie,2021-02-12,6780.0,Comedy,,56.0,5.9,7942,tt10279362,,1556763.0,others,,USD,English
The Map of Tiny Perfect Things,Movie,2021-02-12,5880.0,Comedy,,61.0,6.8,24522,tt11080108,,,amazon,,,English
Fear of Rain,Movie,2021-02-12,6540.0,Drama,,,5.9,8566,tt10037014,,24565.0,others,,USD,English
I Care a Lot,Movie,2021-02-19,7080.0,Comedy,,66.0,6.3,136988,tt9893250,14000000.0,1351662.0,others,USD,USD,English
Silk Road,Movie,2021-02-19,6720.0,Crime,,41.0,6.0,6111,tt7937254,,38449.0,others,,USD,English
The United States vs. Billie Holiday,Movie,2021-02-26,7560.0,Biography,1.0,52.0,6.3,13857,tt8521718,,1312432.0,hulu,,USD,English
Cherry,Movie,2021-03-12,8520.0,Biography,,44.0,6.6,34055,tt9130508,40000000.0,,others,USD,,English
Crisis,Movie,2021-02-26,7080.0,Drama,,41.0,6.2,12130,tt9731682,,1099426.0,others,,USD,French
Billie Eilish: The World's a Little Blurry,Movie,2021-02-26,8400.0,Documentary,4.0,70.0,7.7,8263,tt11459366,,139.0,others,,USD,English
Moxie,Movie,2021-03-03,6660.0,Comedy,,54.0,6.7,26913,tt6432466,,,netflix,,,English
Coming 2 America,Movie,2021-03-05,6600.0,Comedy,1.0,52.0,5.3,72037,tt6802400,60000000.0,,amazon,USD,,English
The SpongeBob Movie: Sponge on the Run,Movie,2021-03-04,5460.0,Animation,,65.0,5.9,19576,tt4823776,60000000.0,4810790.0,others,USD,USD,English
Raya and the Last Dragon,Movie,2021-03-05,6420.0,Animation,1.0,74.0,7.3,158014,tt5109280,,130423032.0,others,,USD,English
Chaos Walking,Movie,2021-03-05,6540.0,Action,,38.0,5.7,51728,tt2076822,125000000.0,26508132.0,others,USD,USD,English
Boss Level,Movie,2021-03-05,6000.0,Action,,56.0,6.8,71666,tt7638348,45000000.0,1753823.0,hulu,USD,USD,English
Boogie,Movie,2021-03-05,5400.0,Drama,,54.0,5.2,2296,tt10896398,,4191023.0,others,,USD,English
Zack Snyder's Justice League,Movie,2021-03-18,14520.0,Action,,54.0,8.0,409302,tt12361974,300000000.0,,others,USD,,English
The Courier,Movie,2021-03-19,6720.0,Drama,,65.0,7.2,65754,tt8368512,,26001227.0,others,,USD,English
City of Lies,Movie,2021-03-19,6720.0,Biography,,44.0,6.5,16610,tt2677722,,2824459.0,others,,USD,English
Happily,Movie,2021-03-19,5760.0,Comedy,,58.0,5.3,4069,tt9849004,,,others,,,English
Nobody,Movie,2021-03-26,5520.0,Action,,64.0,7.4,272712,tt7888964,16000000.0,57510518.0,others,USD,USD,English
Senior Moment,Movie,2021-03-26,5520.0,Comedy,,41.0,5.7,2056,tt6588950,,41598.0,others,,USD,English
Godzilla vs. Kong,Movie,2021-03-31,6780.0,Action,,59.0,6.3,217471,tt5034838,200000000.0,470116094.0,others,USD,USD,English
Concrete Cowboy,Movie,2021-04-02,6660.0,Drama,,67.0,6.3,9232,tt8846176,,,netflix,,,English
The Unholy,Movie,2021-04-02,5940.0,Drama,,36.0,5.1,24232,tt9419056,,30832137.0,others,,USD,English
Every Breath You Take,Movie,2021-04-02,6300.0,Drama,,32.0,5.3,6145,tt2231874,,338771.0,others,,USD,English
The Girl Who Believes in Miracles,Movie,2021-04-02,6000.0,Drama,,,5.5,1168,tt9098454,,3173056.0,others,,USD,English
Voyagers,Movie,2021-04-09,6480.0,Adventure,,44.0,5.4,23398,tt9664108,,4298184.0,others,,USD,English
Thunder Force,Movie,2021-04-09,6360.0,Action,,34.0,4.5,43453,tt10121392,,,netflix,,,English
Monday,Movie,2021-04-16,6960.0,Drama,,58.0,5.8,4815,tt8884906,,30932.0,others,,USD,English
In the Earth,Movie,2021-04-16,6420.0,Horror,,63.0,5.1,9545,tt13429362,,1330723.0,others,,USD,English
Stowaway,Movie,2021-04-22,6960.0,Adventure,,63.0,5.6,48427,tt9203694,10000000.0,,others,USD,,English
Mortal Kombat,Movie,2021-04-23,6600.0,Action,,44.0,6.0,179400,tt0293429,55000000.0,84426031.0,others,USD,USD,English
The Mitchells vs the Machines,Movie,2021-04-30,6840.0,Animation,1.0,81.0,7.6,114458,tt7979580,,,others,,,English
Vanquish,Movie,2021-04-16,5640.0,Action,,22.0,2.9,4666,tt5932368,,187632.0,others,,USD,English
Together Together,Movie,2021-04-23,5400.0,Comedy,,70.0,6.4,8302,tt11285280,,1437938.0,others,,USD,English
Things Heard & Seen,Movie,2021-04-29,7260.0,Drama,,49.0,5.3,33315,tt10962368,,,netflix,,,English
Without Remorse,Movie,2021-04-30,6540.0,Action,,41.0,5.8,60615,tt0499097,,,amazon,,,English
The Virtuoso,Movie,2021-04-30,6600.0,Action,,24.0,4.9,8356,tt4136456,,21356.0,others,,USD,English
Four Good Days,Movie,2021-05-21,6000.0,Drama,1.0,52.0,6.5,9452,tt10344522,,864091.0,others,,USD,English
Separation,Movie,2021-04-30,6420.0,Drama,,,4.7,4407,tt9173154,,4509143.0,others,,USD,English
Wrath of Man,Movie,2021-05-07,7140.0,Action,,57.0,7.1,187295,tt11083552,40000000.0,103966489.0,others,USD,USD,English
The Paper Tigers,Movie,2021-05-07,6480.0,Action,,67.0,6.3,4930,tt6060444,,118351.0,others,,USD,English
Mainstream,Movie,2021-05-07,5640.0,Comedy,,36.0,5.0,4821,tt9224288,,49638.0,others,,USD,English
The Water Man,Movie,2021-05-07,5460.0,Adventure,,68.0,5.5,4233,tt4779326,,383234.0,others,,USD,English
Here Today,Movie,2021-05-07,7020.0,Comedy,,40.0,6.7,5114,tt10944596,,2871327.0,others,,USD,English
Above Suspicion,Movie,2021-05-07,6240.0,Action,,46.0,5.7,6871,tt5688068,,25396.0,others,,USD,English
Reboot Camp,Movie,2021-05-04,5820.0,Comedy,,,4.6,1844,tt11111286,,,others,,,English
Benny Loves You,Movie,2021-02-15,5640.0,Comedy,,,5.6,2562,tt3917506,70000.0,,others,GBP,,English
Oxygen,Movie,2021-05-12,6000.0,Drama,,67.0,6.5,41029,tt6341832,,,netflix,,,French
Army of the Dead,Movie,2021-05-21,8880.0,Action,,57.0,5.7,177225,tt0993840,70000000.0,,netflix,USD,,Bable
Those Who Wish Me Dead,Movie,2021-05-14,6000.0,Action,,59.0,6.0,64854,tt3215824,,19107200.0,others,,USD,English
The Woman in the Window,Movie,2021-05-14,6000.0,Crime,,41.0,5.7,78150,tt6111574,40000000.0,,netflix,USD,,English
Spiral,Movie,2021-05-14,5580.0,Crime,,40.0,5.2,57364,tt10342730,20000000.0,40618920.0,others,USD,USD,English
Georgetown,Movie,2021-05-14,5940.0,Biography,,49.0,6.2,4594,tt4669252,,39163.0,others,,USD,English
Finding You,Movie,2021-05-14,7140.0,Drama,,41.0,6.4,6104,tt8760280,,3326885.0,others,,USD,English
Dream Horse,Movie,2021-05-21,6780.0,Biography,,68.0,6.9,6027,tt9883996,,6572790.0,others,,USD,English
Blast Beat,Movie,2020-01-26,6300.0,Drama,,53.0,5.3,281,tt10767066,,,others,,,English
A Quiet Place Part II,Movie,2021-05-28,5820.0,Drama,1.0,71.0,7.2,243829,tt8332922,55000000.0,297372261.0,others,USD,USD,English
Cruella,Movie,2021-05-28,8040.0,Adventure,1.0,59.0,7.3,242340,tt3228774,100000000.0,233503234.0,others,USD,USD,English
The Conjuring: The Devil Made Me Do It,Movie,2021-06-04,6720.0,Horror,,53.0,6.3,122492,tt7069210,39000000.0,206431050.0,others,USD,USD,English
Flashback,Movie,2021-06-04,5820.0,Drama,,49.0,5.3,6523,tt8372094,,177143.0,amazon,,USD,English
Under the Stadium Lights,Movie,2021-06-04,6540.0,Action,,31.0,3.9,439,tt6384920,,,others,,,English
Grace and Grit,Movie,2021-06-04,6660.0,Biography,,,5.1,320,tt3910630,,,others,,,English
Infinite,Movie,2021-06-10,6360.0,Action,,28.0,5.4,54637,tt6654210,,,others,,,English
Peter Rabbit 2: The Runaway,Movie,2021-06-11,5580.0,Adventure,,43.0,6.2,12813,tt8376234,45000000.0,153901717.0,others,USD,USD,English
In the Heights,Movie,2021-06-11,8580.0,Drama,,84.0,7.3,49011,tt1321510,55000000.0,45175167.0,others,USD,USD,English
Wish Dragon,Movie,2021-06-11,5880.0,Animation,,59.0,7.2,29305,tt5562070,,21120000.0,others,,USD,English
12 Mighty Orphans,Movie,2021-06-18,7080.0,History,,44.0,6.9,6331,tt8482584,,3713294.0,others,,USD,English
The House Next Door: Meet the Blacks 2,Movie,2021-06-11,5820.0,Action,,,3.9,1901,tt7524444,,2893660.0,others,,USD,English
Queen Bees,Movie,2021-06-11,6000.0,Comedy,,52.0,6.2,2427,tt8338076,,2315871.0,others,,USD,English
DOMINO: Battle of the Bones,Movie,2021-06-11,6600.0,Comedy,,,3.9,306,tt10160896,,50124.0,others,,USD,English
Hitman's Wife's Bodyguard,Movie,2021-06-16,6000.0,Action,,32.0,6.1,98216,tt8385148,70000000.0,70094113.0,others,USD,USD,English
Luca,Movie,2021-06-18,5700.0,Animation,1.0,71.0,7.4,171222,tt12801262,,49750471.0,disney,,USD,English
Fatherhood,Movie,2021-06-18,6540.0,Comedy,,53.0,6.6,39814,tt4733624,,,others,,,English
The Birthday Cake,Movie,2021-06-18,5580.0,Crime,,58.0,4.3,1700,tt10719958,,23649.0,others,,USD,English
Rita Moreno: Just a Girl Who Decided to Go for It,Movie,2021-06-18,5400.0,Documentary,,77.0,7.7,837,tt10741846,,264626.0,others,,USD,English
The Sparks Brothers,Movie,2021-06-18,8400.0,Documentary,,80.0,7.8,5539,tt8610436,,1249115.0,others,,USD,English
Love Spreads,Movie,2021-06-18,5580.0,Comedy,,,3.6,183,tt11777510,,,others,,,English
A Crime on the Bayou,Movie,2021-06-18,5460.0,Documentary,,81.0,6.5,97,tt10837932,,,others,,,English
Good on Paper,Movie,2021-06-23,5520.0,Comedy,,54.0,5.6,12980,tt8231668,,,netflix,,,English
F9: The Fast Saga,Movie,2021-06-25,8580.0,Action,,58.0,5.2,139931,tt5433138,200000000.0,726229501.0,others,USD,USD,English
The Ice Road,Movie,2021-06-25,6540.0,Action,,42.0,5.6,43458,tt3758814,,7502846.0,others,,USD,English
Werewolves Within,Movie,2021-07-02,5820.0,Comedy,,66.0,6.0,21611,tt9288692,,991898.0,others,,USD,English
False Positive,Movie,2021-06-25,5520.0,Horror,,54.0,4.7,6551,tt10096842,,,hulu,,,English
Lansky,Movie,2021-06-25,7140.0,Biography,,45.0,6.2,8541,tt5078852,5000000.0,136579.0,others,USD,USD,English
I Carry You with Me,Movie,2021-07-08,6660.0,Drama,,76.0,6.7,1312,tt11388990,,193860.0,others,,USD,Spanish
America: The Motion Picture,Movie,2021-06-30,5880.0,Animation,,38.0,5.6,6865,tt6733874,,,netflix,,,English
No Sudden Move,Movie,2021-07-01,6900.0,Crime,,76.0,6.4,37313,tt11525644,,,others,,,English
The Tomorrow War,Movie,2021-07-02,8280.0,Action,,45.0,6.5,212100,tt9777666,200000000.0,14400000.0,amazon,USD,USD,English
The Forever Purge,Movie,2021-07-02,6180.0,Action,,53.0,5.4,37036,tt10327252,18000000.0,76994245.0,others,USD,USD,English
Fear Street: Part One - 1994,Movie,2021-07-02,6420.0,Drama,,67.0,6.2,85391,tt6566576,,,others,,,English
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",Movie,2021-07-02,7080.0,Documentary,0.0,96.0,8.0,12697,tt11422728,,3695948.0,others,,USD,English
Black Widow,Movie,2021-07-09,8040.0,Action,,68.0,6.7,392570,tt3480822,200000000.0,379751655.0,others,USD,USD,English
Fear Street: Part Two - 1978,Movie,2021-07-09,6540.0,Drama,,61.0,6.7,68094,tt9701940,,,others,,,English
Gunpowder Milkshake,Movie,2021-07-14,6840.0,Action,,47.0,6.0,47191,tt8368408,30000000.0,1015760.0,others,USD,USD,English
Space Jam: A New Legacy,Movie,2021-07-15,6900.0,Animation,,36.0,4.5,74944,tt3554046,150000000.0,163692228.0,others,USD,USD,English
Fear Street: Part Three - 1666,Movie,2021-07-16,6840.0,Horror,,68.0,6.6,56676,tt9701942,,,others,,,English
Die in a Gunfight,Movie,2021-07-16,5520.0,Action,,23.0,4.4,3074,tt1697800,,68643.0,others,,USD,English
Pig,Movie,2021-07-16,5520.0,Drama,,82.0,6.9,80024,tt11003218,,3889432.0,others,,USD,English
Out of Death,Movie,2021-07-16,5760.0,Crime,,,3.3,5283,tt12528166,,95813.0,others,,USD,English
Roadrunner: A Film About Anthony Bourdain,Movie,2021-07-16,7140.0,Documentary,,,7.7,8235,tt14512538,,5492017.0,others,,USD,English
How It Ends,Movie,2018-07-13,6780.0,Action,,36.0,5.0,55229,tt5246700,20000000.0,,netflix,USD,,English
Trollhunters: Rise of the Titans,Movie,2021-07-21,6240.0,Animation,,,6.6,5417,tt12851396,,,netflix,,,English
Old,Movie,2021-07-23,6480.0,Drama,,55.0,5.8,131813,tt10954652,18000000.0,90146510.0,others,USD,USD,English
Joe Bell,Movie,2021-07-23,5640.0,Biography,,54.0,6.2,8206,tt4651466,,1736318.0,others,,USD,English
Jolt,Movie,2021-07-23,5460.0,Action,,48.0,5.6,32943,tt10228134,,238524.0,amazon,,USD,English
Midnight in the Switchgrass,Movie,2021-07-23,5940.0,Action,,24.0,4.5,8759,tt11656220,15000000.0,229811.0,others,USD,USD,English
Broken Diamonds,Movie,2021-07-23,5400.0,Drama,,34.0,5.6,295,tt6484398,,,others,,,English
Val,Movie,2021-08-06,6540.0,Documentary,,73.0,7.6,13385,tt14731254,,,others,,,English
Ailey,Movie,2021-07-23,5700.0,Documentary,,77.0,6.7,274,tt13622084,,214328.0,others,,USD,English
Jungle Cruise,Movie,2021-07-30,7620.0,Action,,50.0,6.6,197824,tt0870154,200000000.0,220889446.0,others,USD,USD,English
Vivo,Movie,2021-08-06,5700.0,Animation,,66.0,6.7,20036,tt6338498,,278381.0,others,,USD,English
Stillwater,Movie,2021-07-30,8340.0,Crime,,60.0,6.6,46318,tt10696896,,19754272.0,others,,USD,English
The Green Knight,Movie,2021-07-30,7800.0,Adventure,,85.0,6.6,105978,tt9243804,,18887953.0,others,,USD,Latin
Nine Days,Movie,2021-07-30,7440.0,Drama,,72.0,6.8,9355,tt10451852,,967662.0,others,,USD,English
The Evening Hour,Movie,2021-07-13,6840.0,Drama,,47.0,5.4,318,tt5554356,,,others,,,English
Lorelei,Movie,2021-07-30,6660.0,Drama,,71.0,6.4,2118,tt6461318,,12642.0,others,,USD,
Enemies of the State,Movie,2021-07-30,6180.0,Documentary,,74.0,6.0,706,tt10388028,,8495.0,others,,USD,English
The Suicide Squad,Movie,2021-08-05,7920.0,Action,,72.0,7.2,366722,tt6334354,185000000.0,168717425.0,others,USD,USD,English
Naked Singularity,Movie,2021-08-13,5580.0,Comedy,,36.0,4.8,2656,tt9598214,,14571.0,others,,USD,English
John and the Hole,Movie,2021-08-06,6180.0,Drama,,61.0,5.2,3556,tt11307724,,26069.0,others,,USD,English
Swan Song,Movie,2021-12-17,6960.0,Drama,1.0,66.0,6.8,15316,tt13207508,,,others,,,English
She Ball,Movie,2022-05-09,5820.0,Comedy,,,3.2,418,tt7768784,,,others,,,English
The Kissing Booth 3,Movie,2021-08-11,6720.0,Comedy,,36.0,4.8,18687,tt12783454,,,netflix,,,English
Homeroom,Movie,2021-08-12,5400.0,Documentary,,68.0,5.7,266,tt13622168,,,others,,,English
Free Guy,Movie,2021-08-13,6900.0,Action,1.0,62.0,7.1,385501,tt6264654,120000000.0,331526598.0,others,USD,USD,English
Respect,Movie,2021-08-13,8700.0,Biography,,61.0,6.6,16152,tt2452150,55000000.0,32882823.0,others,USD,USD,English
Beckett,Movie,2021-08-13,6600.0,Action,,52.0,5.7,27082,tt10230994,,,netflix,,,English
Don't Breathe 2,Movie,2021-08-13,5880.0,Action,,46.0,6.0,61739,tt6246322,,53785551.0,others,,USD,English
CODA,Movie,2021-08-13,6660.0,Comedy,0.0,72.0,8.0,143575,tt10366460,10000000.0,1911296.0,others,USD,USD,American Sign Language
Not Going Quietly,Movie,2021-08-13,5760.0,Documentary,,73.0,7.8,123,tt11905538,,,others,,,English
Reminiscence,Movie,2021-08-20,6960.0,Mystery,,46.0,5.9,59280,tt3272066,54000000.0,16400193.0,others,USD,USD,English
The Protégé,Movie,2021-08-20,6540.0,Action,,48.0,6.1,34283,tt6079772,,8737253.0,others,,USD,English
Sweet Girl,Movie,2021-08-20,6600.0,Action,,46.0,5.5,33226,tt10731768,,,netflix,,,English
The Night House,Movie,2021-08-20,6420.0,Horror,,68.0,6.5,58553,tt9731534,,15437703.0,others,,USD,English
Flag Day,Movie,2021-08-20,6540.0,Crime,,53.0,5.4,3049,tt2304637,,1301424.0,others,,USD,English
Cryptozoo,Movie,2021-08-20,5700.0,Animation,,74.0,6.4,1939,tt13622118,,37883.0,others,,USD,English
Really Love,Movie,2021-08-25,5700.0,Drama,,,6.1,985,tt8722624,,,others,,,English
Vacation Friends,Movie,2021-08-27,6180.0,Adventure,,49.0,6.3,23777,tt3626476,,,hulu,,,English
No Man of God,Movie,2021-08-27,6000.0,Biography,,67.0,6.4,8184,tt13507778,,215876.0,others,,USD,English
Rushed,Movie,2021-08-27,6060.0,Crime,,,5.6,2711,tt10430850,,,others,,,English
Afterlife of the Party,Movie,2021-09-02,6540.0,Comedy,,,5.8,9796,tt11742798,,,netflix,,,English
Shang-Chi and the Legend of the Ten Rings,Movie,2021-09-03,7920.0,Action,1.0,71.0,7.4,397139,tt9376612,200000000.0,432243292.0,others,USD,USD,English
Worth,Movie,2021-09-03,7080.0,Biography,,67.0,6.8,16070,tt8009744,,106645.0,others,,USD,English
The Gateway,Movie,2018-02-13,5400.0,Sci-Fi,,,5.4,5201,tt6179746,1100000.0,10878.0,others,USD,USD,English
Wild Indian,Movie,2021-09-03,5400.0,Crime,,74.0,5.8,1484,tt11433048,,197.0,others,,USD,English
We Need to Do Something,Movie,2021-09-03,5820.0,Horror,,48.0,4.5,3249,tt13363828,,15318.0,others,,USD,English
Kate,Movie,2021-09-10,6360.0,Action,,47.0,6.2,65161,tt7737528,,,netflix,,,English
Everybody's Talking About Jamie,Movie,2021-09-17,6900.0,Biography,1.0,62.0,6.5,7219,tt8635092,,,amazon,,,English
Malignant,Movie,2021-09-10,6660.0,Crime,,51.0,6.2,96400,tt3811906,40000000.0,34891791.0,others,USD,USD,English
Queenpins,Movie,2021-09-10,6600.0,Comedy,,45.0,6.3,15560,tt9054192,7000000.0,1277031.0,others,USD,USD,English
The Card Counter,Movie,2021-09-10,6660.0,Crime,,77.0,6.2,37833,tt11196036,,5040759.0,others,,USD,English
Come from Away,Movie,2021-09-10,6360.0,Comedy,,83.0,8.5,3348,tt7638556,,,others,,,English
The Voyeurs,Movie,2021-09-10,6960.0,Drama,,54.0,6.0,24685,tt11235772,,,amazon,,,English
Small Engine Repair,Movie,2021-09-10,6120.0,Comedy,,57.0,6.5,4173,tt9789042,,110995.0,others,,USD,English
Language Lessons,Movie,2021-09-10,5460.0,Comedy,,68.0,7.1,2498,tt14031338,,75627.0,others,,USD,English
Show Me the Father,Movie,2021-09-10,5460.0,Documentary,,,6.6,474,tt14769324,,1919165.0,others,,USD,English
Bad Candy,Movie,2021-09-10,6180.0,Horror,,,4.0,3206,tt6561576,,7748.0,others,,USD,English
Generation Wrecks,Movie,2021-09-12,6720.0,Comedy,,,9.1,138,tt10042868,,,others,,,English
Nightbooks,Movie,2021-09-15,6180.0,Family,,65.0,5.8,9669,tt10521144,,,netflix,,,English
The Starling,Movie,2021-09-24,6120.0,Comedy,,31.0,6.3,14099,tt5164438,,,netflix,,,English
The Eyes of Tammy Faye,Movie,2021-09-17,7560.0,Biography,0.0,55.0,6.6,36009,tt9115530,,2676180.0,others,,USD,English
Cry Macho,Movie,2021-09-17,6240.0,Drama,,58.0,5.7,29236,tt1924245,,16510734.0,others,,USD,English
Copshop,Movie,2021-09-17,6420.0,Action,,61.0,6.2,33992,tt5748448,,6807158.0,others,,USD,English
Blue Bayou,Movie,2021-09-17,7020.0,Drama,,58.0,7.1,8638,tt11121664,,919649.0,others,,USD,English
Prisoners of the Ghostland,Movie,2021-09-17,6180.0,Fantasy,,53.0,4.2,12455,tt6372694,,80425.0,others,,USD,English
Best Sellers,Movie,2021-09-17,6120.0,Comedy,,54.0,6.2,4926,tt10339052,,336174.0,others,,USD,English
Lady of the Manor,Movie,2021-09-17,5760.0,Comedy,,30.0,5.3,2099,tt11826450,1000000.0,,others,USD,,English
The Nowhere Inn,Movie,2021-09-16,5460.0,Comedy,,60.0,5.7,1339,tt10441822,,62337.0,others,,USD,English
My Name Is Pauli Murray,Movie,2021-10-01,5460.0,Documentary,,73.0,7.0,452,tt11092594,,,others,,,English
Intrusion,Movie,2021-09-22,5520.0,Drama,,39.0,5.3,18944,tt5563324,,,netflix,,,English
My Little Pony: A New Generation,Movie,2021-09-24,5400.0,Animation,,,6.8,4082,tt10101702,,1382366.0,others,,USD,English
Dear Evan Hansen,Movie,2021-09-24,8220.0,Drama,,39.0,6.1,15912,tt9357050,28000000.0,19133454.0,others,USD,USD,English
The Guilty,Movie,2021-10-01,5400.0,Crime,,63.0,6.3,133066,tt9421570,,,netflix,,,English
Birds of Paradise,Movie,2021-09-24,6780.0,Drama,,57.0,5.9,2583,tt11771006,,,amazon,,,English
After We Fell,Movie,2021-10-22,5880.0,Drama,,,4.7,16492,tt13069986,,21753705.0,others,,USD,English
Venom: Let There Be Carnage,Movie,2021-10-01,5820.0,Action,,49.0,5.9,234291,tt7097896,110000000.0,506863592.0,others,USD,USD,English
The Many Saints of Newark,Movie,2021-10-01,7200.0,Crime,,60.0,6.3,57105,tt8110232,50000000.0,13037403.0,others,USD,USD,English
The Addams Family 2,Movie,2021-10-01,5580.0,Animation,,37.0,5.4,13968,tt11125620,,119815153.0,others,,USD,English
Old Henry,Movie,2021-10-01,5940.0,Action,,69.0,7.2,29409,tt12731980,,77463.0,others,,USD,English
The Jesus Music,Movie,2021-10-01,6540.0,Documentary,,42.0,7.2,540,tt14857602,,1016725.0,others,,USD,English
Mayday,Movie,2021-10-01,6000.0,Drama,,45.0,4.3,1643,tt11271800,,2363134.0,others,,USD,English
God's Not Dead: We the People,Movie,2021-11-11,6600.0,Drama,,,4.2,1390,tt14578032,,1170367.0,others,,USD,English
There's Someone Inside Your House,Movie,2021-10-06,5760.0,Horror,,45.0,4.8,17669,tt8150814,,,netflix,,,English
No Time to Die,Movie,2021-10-08,9780.0,Action,2.0,68.0,7.3,415062,tt2382320,250000000.0,774153007.0,others,USD,USD,English
Mass,Movie,2021-10-15,6660.0,Drama,1.0,81.0,7.6,15806,tt11389748,,256359.0,others,,USD,English
South of Heaven,Movie,2021-10-08,7200.0,Action,,42.0,5.8,2117,tt11284502,,,others,,,English
Justin Bieber: Our World,Movie,2021-10-08,5640.0,Documentary,,46.0,4.8,801,tt15385930,,,others,,,English
Survive the Game,Movie,2021-10-08,5820.0,Action,,,3.0,3875,tt12861508,,59347.0,others,,USD,English
Halloween Kills,Movie,2021-10-15,6300.0,Horror,,42.0,5.5,89827,tt10665338,20000000.0,133423964.0,others,USD,USD,English
The Last Duel,Movie,2021-10-15,9120.0,Action,,67.0,7.4,163780,tt4244994,100000000.0,30552111.0,others,USD,USD,English
Needle in a Timestack,Movie,2021-10-14,6660.0,Drama,,42.0,5.2,1986,tt7099280,,,others,,,English
"Introducing, Selma Blair",Movie,2021-10-21,5400.0,Documentary,,80.0,7.9,761,tt14030526,,5700.0,others,,USD,
The Velvet Underground,Movie,2021-10-15,7260.0,Documentary,,87.0,7.3,4660,tt7230750,,,others,,,English
Night Teeth,Movie,2021-10-20,6420.0,Action,,42.0,5.7,19747,tt10763820,25000000.0,,netflix,USD,,English
Dune,Movie,2021-10-22,9300.0,Action,4.0,74.0,8.0,663292,tt1160419,165000000.0,402027830.0,others,USD,USD,English
Ron's Gone Wrong,Movie,2021-10-22,6420.0,Animation,,65.0,7.0,36409,tt7504818,,60692022.0,others,,USD,English
The French Dispatch,Movie,2021-10-22,6420.0,Comedy,3.0,74.0,7.1,130810,tt8847712,25000000.0,46333545.0,others,USD,USD,English
The Harder They Fall,Movie,2021-11-03,8340.0,Action,0.0,68.0,6.6,66317,tt10696784,,8292.0,netflix,,USD,English
The Electrical Life of Louis Wain,Movie,2021-11-05,6660.0,Biography,,63.0,6.8,16916,tt10687506,,1509173.0,others,,USD,English
Passing,Movie,2021-11-10,5880.0,Drama,4.0,85.0,6.7,15518,tt8893974,,,netflix,,,English
Antlers,Movie,2021-10-29,5940.0,Drama,,57.0,5.9,40787,tt7740510,,18867659.0,others,,USD,English
Army of Thieves,Movie,2021-10-29,7620.0,Action,,49.0,6.4,81267,tt13024674,,,netflix,,,English
A Mouthful of Air,Movie,2021-10-29,6300.0,Drama,,52.0,6.0,1982,tt10925852,2300000.0,269435.0,others,USD,USD,English
The Souvenir: Part II,Movie,2021-11-19,6420.0,Drama,,90.0,7.2,3565,tt6992978,,380778.0,others,,USD,English
Paranormal Activity: Next of Kin,Movie,2021-10-29,5880.0,Horror,,37.0,5.2,14045,tt10515988,,,others,,,English
The Spine of Night,Movie,2021-12-24,5580.0,Animation,,58.0,6.4,2449,tt3885422,,,others,,,English
Violet,Movie,2021-11-05,5520.0,Drama,,61.0,5.9,1214,tt6852672,,,others,,,English
Heart of Champions,Movie,2021-10-29,7140.0,Drama,,,5.8,1608,tt10314548,,37000.0,others,,USD,English
Eternals,Movie,2021-11-05,9360.0,Action,,52.0,6.3,354731,tt9032400,200000000.0,402064899.0,others,USD,USD,English
Red Notice,Movie,2021-11-12,7080.0,Action,,37.0,6.3,287463,tt7991608,160000000.0,178143.0,netflix,USD,USD,English
Finch,Movie,2021-11-05,6900.0,Adventure,,57.0,6.9,87498,tt3420504,,,others,,,English
Spencer,Movie,2021-11-05,7020.0,Biography,1.0,76.0,6.6,71488,tt12536294,18000000.0,25246967.0,others,USD,USD,English
Dangerous,Movie,2021-11-05,5940.0,Action,,27.0,5.1,7428,tt3876910,8000000.0,164231.0,others,USD,USD,English
Love Hard,Movie,2021-11-05,6240.0,Comedy,,42.0,6.3,56029,tt10752004,,,netflix,,,English
The Beta Test,Movie,2021-10-15,5580.0,Comedy,,72.0,6.1,5623,tt11738830,,37536.0,others,,USD,English
Clifford the Big Red Dog,Movie,2021-11-10,5760.0,Animation,,55.0,5.9,14619,tt2397461,64000000.0,107347356.0,others,USD,USD,English
"tick, tick... BOOM!",Movie,2021-11-19,7200.0,Biography,2.0,74.0,7.5,110716,tt8721424,55000000.0,112777.0,others,USD,USD,English
Home Sweet Home Alone,Movie,2021-11-12,5580.0,Comedy,,35.0,3.6,18540,tt11012066,15000000.0,,disney,USD,,English
Apex,Movie,2021-11-12,5580.0,Action,,,3.0,5533,tt13265876,,11984.0,others,,USD,English
The Power of the Dog,Movie,2021-12-01,7560.0,Drama,11.0,89.0,6.8,181241,tt10293406,,271009.0,netflix,,USD,English
Bruised,Movie,2021-11-24,7740.0,Drama,,52.0,6.2,15305,tt8310474,11000000.0,,netflix,USD,,English
Ghostbusters: Afterlife,Movie,2021-11-19,7440.0,Adventure,1.0,45.0,7.1,190346,tt4513678,75000000.0,204334455.0,others,USD,USD,English
